Maty; Matthew (1718 - 1776),Fellow,19/12/1751
Maty; Paul Henry (1745 - 1787),Fellow,16/05/1771
Maud; John (- 1782),Fellow,20/04/1738
Mauduit; Israel (1708 - 1787),Fellow,13/06/1751
Maupertuis; Pierre Louis Moreau de (1698 - 1759),Fellow,27/06/1728
Mawson; Sir; Douglas (1882 - 1958),Fellow,03/05/1923
Maximilian I (1756 - 1825); King of Bavaria,Royal Fellow,4/03/1802
Maximilian Joseph (1782 - 1863); Archduke of Austria,Royal Fellow,21/01/1819
Maxwell; James Clerk (1831 - 1879); Physicist,Fellow,6/06/1861
Maxwell; James Rankin,Fellow,15/05/1997
Maxwell; Sir; Herbert Eustace (1845 - 1937),Fellow,27/01/1898
Maxwell; Sir; John (1791 - 1865),Fellow,26/02/1829
Maxwell; Sir; Murray (1775 - 1831),Fellow,18/02/1819
May; Charles (1800 - 1860),Fellow,1/06/1854
May; Michael David,Fellow,14/03/1991
May; Robert McCredie; Baron May of Oxford,Fellow,15/03/1979
Mayer; Christian (1719 - 1783),Fellow,19/12/1765
Mayer; Mark Lee,Fellow,28/03/2019
Mayne; David Quinn (1930 -),Fellow,21/03/1985
Mayne; John Thomas (fl 1818),Fellow,29/01/1818
Mayneord; William Valentine (1902 - 1988),Fellow,18/03/1965
Mayo; Charles (1767 - 1858),Fellow,1/03/1827
Mayo; Herbert (1796 - 1852),Fellow,17/04/1828
Mayo; Paul Jose de (1924 - 1994),Fellow,20/03/1975
Mayo; Thomas (1790 - 1871),Fellow,4/06/1835
Mayow; John (1640 - 1679),Fellow,30/11/1678
Mayr; Ernst (1904 - 2005),Foreign Member,30/06/1988
Mazeas; Guillaume (1720 - 1775),Fellow,28/05/1752
Marsden; Sir; Ernest (1889 - 1970),Fellow,21/03/1946
Marsden; William (1754 - 1836),Fellow,23/01/1783
Marsh; Herbert (1757 - 1839); Bishop of Peterborough,Fellow,08/01/1801
Marsh; James Ernest (1860 - 1938),Fellow,03/05/1906
Marshall; Arthur Milnes (1852 - 1893),Fellow,04/06/1885
Marshall; Barry James,Fellow,13/05/1999
Marshall; Christopher John (1949 - 2015),Fellow,09/03/1995
